"name","reviewCount","rating","published","title","content"
"Ole Madsen",10,55,2021-02-19,"Min varmeste anbefaling til Home…","Min varmeste anbefaling til Home Hasseris. Fik solgt vores hus meget hurtigt og var meget professionelle og der kan ikke sættes en finger på deres arbejde. Top top udført arbejde.  Ole Madsen"
"René Møller Sørensen",5,55,2021-02-19,"Home Esbjerg: Lynhurtig handel til pris","Home Esbjerg sikrede for mig som sælger et lyn-hurtigt salg til ønskede pris med køber fra deres køberkartotek. Kan på det varmeste anbefale Home Esbjerg."
"Erik Høg",9,55,2021-02-19,"Kan varmt anbefale Home på Skibhusvej i…","Kan varmt anbefale Home på Skibhusvej i Odense, som netop har solgt vores hus,En helt igennem positiv oplevelse, med en god gennemgang af dokumenter mv."
"Anna Rosenfeldt",4,55,2021-02-19,"Kan varmt anbefale Home Kerteminde","Kan varmt anbefale Home Kerteminde, de har netop hjulpet med salg af hus, dette er solgt på 21/2 måned, med god og saglig rådgivning."
"Bitten Holmboel",3,55,2021-02-18,"Home syd-øst i Odense har stået for…","Home syd-øst i Odense har stået for salget af vores hus. De har hele vejen igennem været meget behjælpelig og guidende. Vi har følt os i trygge hænder fra dag 1 i processen. De har en rigtig god fornemmelse for markedsføring og har valgt de rigtige platforme og dette har medført meget aktivitet. I forhold til den normale liggetid på huse i vores by har de solgt huset langt hurtigere. Vi har efter hver fremvisning fået en udførlig telefonisk tilbagemelding af mægleren. Både mægler og kontorpersonale har været meget søde og behjælpelig under hele processen. Vi kan på det varmeste anbefale Home syd-øst afdelingen og vil til enhver tid bruge dem igen."
"Henrik Brandt",12,55,2021-02-18,"Yderst kompetent","Holdt meget kompetent og kærligt i hånden hele vejen i salgsprocessen - fra de første møder om prisfastsættelsen til den endelige handel. En yderst behagelig og opmuntrende oplevelse."
"Emma K",1,55,2021-02-18,"Kompetente - og god service","Rigtig god service og kompetente, dygtige og venlige medarbejdere. De fik solgt min lejlighed meget hurtigt og til prisen. De var samtidig meget imødekommende, fleksible og hurtige til at svare. Jeg kan bestemt anbefale Home Nørrebro til dit salg."
"Kristen Pold",1,55,2021-02-22,"usædvanlig god behandling  og hurtig…","usædvanlig god behandling  og hurtig salg til prisen juelsmindeSendt til"
"Ruth",5,55,2021-02-22,"Professionelle og kompetente","Professionelle og kompetente, hurtige og venlige aftaler, som overholdes.Fin service, både pr mail og ved samtaler. Kan varmt anbefales.Mæglerne Daniel og Andreas i Home. Dalum"
"Kim Jørgensen",6,55,2021-02-18,"home Ros torv roskilde","home Ros torv roskildeFantastisk professionelle hele vejen igennemEn fornøjelse at arbejde med"
"Ove Bjørn Kraft",1,55,2021-02-18,"God service og dejligt at få solgt sit…","God service og dejligt at få solgt sit hus!"
"Jette Nørgaard",2,55,2021-02-17,"Vi har haft en fantastisk fin oplevelse…","Vi har haft en fantastisk fin oplevelse med Home Silkeborg. Kristian og Rikke har været engageret,  imødekommende og professionelle, hvilket har ført til et rigtig godt og hurtigt salg. De og hele teamet har vores varmeste anbefalinger."
"Kenth  Lindholm",4,55,2021-02-17,"Home Glostrup kan anbefales","Home Glostrup kan anbefales, hvis du skal sælge dit hus... Særligt Chris og Frederik har gjort et stort og prof arbejde for os. Altid god kommunikation og ærlighed. Stor tilfredshed på alle fronter."
"Mimi",5,55,2021-02-17,"Begejstring","Begejstring, godt humør, professionalisme, en fornøjelse"
"Per",3,55,2021-02-22,"Et hurtigt salg til prisen og køb af ny bolig","Home. Esbjerg Strandbygade Rigtig god ejendomsmægler med en effektiv organisation bag sig"
"Hanne Lykke Kürstein",147,55,2021-02-17,"Hurtig handel","Hurtig handel, professionelt arbejde hele vejen, fra start til slut. Jeg kan bestemt anbefale Home Ørestad. Ville vælge dem igen, hvis det var aktuelt."
"Jeppe Larsen Holluf Pile Skole",1,55,2021-02-17,"Jeg kan på det varmeste anbefale…","Jeg kan på det varmeste anbefale Ejerlejlighedsbutikken Home Odense. En seriøs og dygtig mægler, som til fulde levede op til alle aftaler. Jeg vil helt sikkert bruge den mægler igen, hvis jeg skal have solgt et hus eller en lejlighed."
"Stefan Thirup-Bielefeldt",6,55,2021-02-16,"Intet mindre end fantastisk performance…","Intet mindre end fantastisk performance fra Home Stenløse. De mødte os hvor vi var og hjalp os gennem hele processen. De lagde en perfekt strategi og fulgte den, hvilket betød at huset blev solgt lynhurtigt og til en perfekt pris."
"Jesper Haumann",12,55,2021-02-16,"Blændende performance af Home Hellerup…","Blændende performance af Home Hellerup og Christoffer Hedegaard Nielsen.Meget professionel og tillidsfuld rådgivning fra første møde og igennem hele salgsprocessen."
"Joan Elisa Greve",11,55,2021-02-16,"Hurtigt salg med Home Odense Nord","Har solgt hus gennem Home Odense Nord. Super hurtigt salg,god gennemgang af alle papirer.Overholdt altid vores aftalte tider.  Vores mægler var rigtig god til at hjælpe os igennem vores salg. Kan varmt anbefale Home Odense Nord."
"Vivi Haun Dahl",20,55,2021-02-17,"Hussalg ved Home.","Har pr. 23 oktober 2020. sat mit hus til salg ved Home Randers De første par måneder skete der ikke så meget. Men i samråd med ejendomsmægleren, satte vi prisen ned først i det nye år. Skal så love for der skete noget, så her den 12feb. er mit hus blevet solgt. Så jeg har kun positivt at sige om Home Randers"
"Jenny",7,55,2021-02-15,"Home Sæby, en god samarbejdspartner!","Vi har solgt to sommerhuse gennem Home Sæby. Samarbejdet er forløbet meget tilfredsstillende og medarbejderne har været gode til at lytte til vores overvejelser, synspunkter og ønsker undervejs. Vi kan således varmt anbefale Home Sæby!"
"John Aamodt",1,55,2021-02-15,"home Amager","home Amager, Kastrupvej 89, 2300 København SHurtigt og professionelt salg - super team!"
"John Grand",1,55,2021-02-15,"I forbindelse med et evt","I forbindelse med et evt. kommende sommerhus projekt, bad vi 3 forskellige ejendomsmæglere om at komme med en pris på vores ejendom. Alle 3 var meget hurtige til at komme ud og vurderingerne var også nogenlunde ens, alt i alt et godt arbejde fra alle. Der hvor Home Brejning gjorde en forskel var at de fulgte op på det en gang mere end de andre, forstået på den måde at halvanden måned efter vi havde haft kontakt med Home Brejning blev vi ringet om hvordan det gik, om vi havde fundet et sommerhus eller om vores ejendom evt. var til salg, hvortil vi svarede at det jo ikke var derfor vi havde rettet henvendelse til dem, men at vi da ikke helt vil afvise det.Hertil svarer Home Brejning at, det var de jo godt klar over, men at de var sikker på at de havde en køber til huset, hvis de måtte komme og vise det frem i kommende weekend.Solgt ved første fremvisning, så får man det bedste ud af sit køberkartotek.Godt gået Home Brejning"
"Frank Petersen",1,55,2021-02-15,"Tak samarbejdet til Home Vejlevej Horsens","Tak for en god oplevelse med Home i Horsens, jeg har kun haft en positiv oplevelse ang. salget af min Ejendom.Jeg har oplevet medarbejder som er proaktive og gør hvad der skal til for at levere hvad de har aftalt.Næste gang jeg skal sælge eller købe vil jeg henvende mig ved Home igen."
"Marianne",7,55,2021-02-15,"Home Middelfart har solgt vores hus og…","Home Middelfart har solgt vores hus og har fra start til slut, været virkelig informative, god kommunikation & hurtige til, at vende tilbage & få tingene til, at ske. Alt i alt en virkelig god service. Tak til jer."
"marianne bahl",3,55,2021-02-15,"Professionel og klar kommunikation fra start til slut","Vi har fra start til slut følt os virkelig godt informeret, professionelt behandlet og tryg gennem vores mægler Jonas Højer Jørgensen. Og nu hvor begge parter har underskrevet, og processen ført videre primært via en ny medarbejder hos Home, føler vi også at kommunikationen er klar og at vi ikke skal tjekke ting selv af frygt for at Home ikke har styr på alle dele."
"Anja Sørensen",4,55,2021-02-14,"Vores første hus trængte til nye ejere…","Vores første hus trængte til nye ejere og til det job valgte vi Home i Odder og det er bestemt ikke en beslutning vi har fortrudt.God dialog og dejlige mennesker, vi har følt os i gode hænder fra start til slut!Så tak herfra for en go handel <U+0001F60A>"
"Christian Østergaard Andersen",2,55,2021-02-13,"Home, Frederiksberg","Da vi besluttede at sætte vores ejerlejlighed til salg havde inviteret 3 mæglere til at vurdere vores lejlighed. For os handlede det om at få et tillidsfuldt samarbejde og naturligvis den mest realistiske pris. Vi fik et rigtig godt indtryk af Jakob Juhl Røn fra Home Frederiksberg og bare det at indehaveren møder op giver yderligere et positivt indtryk. Vi fik vurderet lejligheden til stort set samme pris af alle tre mæglere, hvilket gav os tillid til at prisen fra Home var rigtig for at lejligheden kunne blive solgt uden alt for lang liggetid og nedslag. Vi endte med at sælge lejligheden til prisen på 5 dage fra den kom på nettet! Det er vi rigtig tilfredse med og i forløbet har vi fået god og professionel rådgivning om hvordan vi skulle forholde os til de spørgsmål der opstod og til de bud som kom ind. 5 dage senere sidder vi med en købsaftale underskrevet af begge parter. Kan varmt anbefale Home Frederiksberg og Jakob Juhl Røn og hans team."
"Ole Topp",1,55,2021-02-13,"Kan varmt anbefale Home Humlebæk.","Kan varmt anbefale Home Humlebæk.Vi fik solgt vores hus meget hurtigt. De var utroligt hjælpsomme med det hele og serviceniveauet var meget højt.Alt i alt en rigtig god oplevelse."
"Sophie",20,55,2021-02-12,"Vil klart anbefale Home!","Vil klart anbefale Home!Jeg har netop fået solgt min lejlighed gennem Home Østerbro. Mægleren var helt fra start meget sympatisk, serviceminded og professionel. Han var altid tilgængelig både på sms, opkald og mail. Uanset hvornår på døgnet jeg skrev, fik jeg svar kort efter. Jeg har ikke på noget tidspunkt i processen været i tvivl om, at han har arbejdet for min sag. Er meget tilfreds! (Vi har  for ca. 4 mdr siden solgt min kærestes lejlighed på Østerbro gennem en af de andre store mæglerkæder, hvilket desværre var en virkelig dårlig oplevelse og må bare konstatere, at handlen gennem Home har været en helt anden oplevelse - største anbefaling herfra)"
"Mette Munk Lauritsen",48,55,2021-02-12,"Kan varmt anbefale Home Vejle…","Kan varmt anbefale Home Vejle <U+0001F31F><U+0001F31F><U+0001F31F><U+0001F31F><U+0001F31F> Fantastisk service og søde mæglere/kontorpersonale, som holder os opdateret hele tiden. Der fra fuld fart på fra dag et! Fed positiv oplevelse <U+0001F31F><U+0001F31F><U+0001F31F><U+0001F31F><U+0001F31F>"
"Benjamin Serup",6,55,2021-02-11,"Kan varmt anbefale Home Brønshøj","Kan varmt anbefale Home Brønshøj. Super service og salgsarbejde."
"Lisa",2,55,2021-02-11,"God oplevelse med Home Åbyhøj/Århus V","Vi havde en rigtig god oplevelse med Home Åbyhøj/Århus V ved salget af vores bolig. De fik solgt vores hus hurtigt, til en god pris og til den overtagelse vi ønskede! Ejendomsmæglerne var gode rådgivere igennem det hele, fulgte op og informerede os om hvad der foregik. Vi følte os som førstegangs-sælgere taget godt imod og hjulpet godt på vej. De var også konkurrencedygtige på salæret og de andre omkostninger forbundet med et salg. Alt i alt meget tilfredse med det hele!"
"Lone",30,55,2021-02-11,"HOME kan anbefales","HOME kan anbefales. Jeg er selv blevet anbefalet HOME.Mægler var utroligt hjælpsom da jeg skulle sælge mit hus.  Mange ting man jo ikke ved. Tak for hjælpen af salget til HOME EJBY-AARUP og så hurtigt, 6 dage. Super."
"Peri Vurucu",1,55,2021-02-11,"Super god oplevelse","Super god oplevelse. Specielt tak til Ken og hans team i Home- Greve og Karslunde."
"Finn Hejberg",27,55,2021-02-11,"God vejledning og hurtigt salg","Vi følte os godt vejledt gennem hele salgsprocessen af home Værløse, og vi fik en bedre pris end den vi fra starten var stillet i udsigt. Køberen havde home allrede i  sit kartotek, og huset blev solgt på 1 fremvisning."
"Mike Aanæs",6,45,2021-02-10,"Home i Køge","Fin oplevelse"
"Dennis Larsen",7,55,2021-02-10,"Vores oplevelse med Home Roskilde City…","Vores oplevelse med Home Roskilde City kunne ikke have været bedre. Alle på holdet er super imødekommende og arbejder helt vildt effektivt. Allerede dagen efter formidlingsaftalen blev underskrevet, kom fotografen på besøg og allerede dagen efter igen, kom vores lejlighed online på både Homes egen hjemmeside og Boligsiden. Dagen efter igen, var lejligheden solgt til prisen. Vi er mere end tilfredse med Home Roskilde City og kan helhjertet anbefale teamet! Tusinde tak for et super godt arbejde!"
"Alexander Helweg-Mikkelsen",9,35,2021-02-09,"Man er overladt til sig selv med alt det bureakratiske.","Så snart salget er i hus, virker det som om Home's interesse for en daler en smule. Det gør sig bemærket i serviceniveauet omkring den efterfølgende refusionsopgørelse, hvor man ejenhændigt skal redegøre for alle udgifter forbundet med ejendommen. Hvis man ikke husker at sende al dokumentation, kommer der ingen påmindelse og titusindvis af kroner forbliver indefrosset. Med et salær i omegnen af 80.000-100.000 burde man kunne forvente lidt mere."
"Ken Andersen",7,55,2021-02-10,"Super god oplevelse","Super god oplevelse.  Fik solgt min lejlighed på 2 dage.  Vil klart anbefale Home.   Home Bagsværd"
"Hanne Trine Neble",3,55,2021-02-09,"Smidigt og supergodt salg","Smidigt og supergodt salg. Mæglere med is i maven"
"Frank Petersen",44,55,2021-02-08,"Professionelle ejendomsmæglere når det er allebedst.","Vi havde sat vore hus til salg, og har allerede efter 10 dage på nettet fået det solgt. Selvfølgelig er det også lidt heldigt at de gik så hurtigt. Men ikke des tro mindre var det pga. af home teamet i Fredericia at det gik som det gik. Helt fra første møde har det været en fantastisk oplevelse, hvor det var venligt og hyggeligt, og det blev aldrig nogensinde bare en triviel salgstale fra home om at de kunne det hele, men man oplevede professionelle folk når det er allerbedst. De har gået ture i området med potentielle købere for at vise dem det man ikke lige umiddelbart ser når man ser huset, og hele teamet har arbejdet for vores sag.Vi kunne på ingen måde have ønsket- eller drømt at det skulle kunne være en bedre oplevelse at sætte sit hus til salg og få det solgt.Tak home Fredericia"
