"name","reviewCount","rating","published","title","content"
"Oliver Bech Ullrich Wildfang",1,55,2019-06-14,"Vi er meget taknemmelige for vi valgte…","Vi er meget taknemmelige for vi valgte home-Vejen.vi kunne ikke ha ønsket os et bedre team til salget af vores hus.vi fik solgt på lidt over 4 måneder.vi har også købt vores nye hus gennem home-Vejen og har også den vej igennem igen fået en super behagelig og professionel behandling.vi vil uden tvivl anbefale home til andre der står og skal sælge deres bolig.tusind tak til det fantastiske team hos home-Vejen"
"Anomym",2,15,2019-06-12,"Home Hørsholm","Dårlig kundebetjening og alt for mange udskiftninger af ejendomsmæglere på samme sag. Vi havde 4-5 ejendomsmægler over vores salg, og det var tydeligt at der ikke blev kommunikeret internt. Flere episoder hvor ejendomsmægler havde glemt at lukke hoveddør efter sig og lyset stadig var tændt. Alt i alt en meget uprofessionel oplevelse. Vi vælger aldrig Home igen!!!"
"Liselotte Petersen",19,55,2019-06-07,"Home Asnæs","Home AsnæsVi ville gerne give jer flere stjerner, hvis det var os muligt.Vi har fra vores første møde følt os godt behandlet og føler vi er blevet utroligt godt vejledt og hjulpet godt på vej.Det gælder både omkring op til hus salget og efter.Tak for jerI er et fantastisk team som arbejder godt sammen,det kan man ikke undgå at mærke.Kan helt klart anbefale jer til andreMvh Arne og Lotte Petersen AsnæsPS vores hus blev solgt på under en måned"
"Stig Tjur",1,55,2019-06-04,"Glimrende salgsarbejde","Home Møn har forestået salget af mit hus i Stege. Det har de gjort fremragende. Især har det været vigtigt for mig, at Home har organiseret den nødvendige klargøring af huset (maling, gulvbehandling m.m.) gennem Home's kontakt til lokale håndværkere, som Home har skaffet. Det har været rart for mig, da jeg bor i København og derfor ikke nemt kunne komme til Stege og fremvise huset. Det har uden tvivl også haft betydning for salgsprocessen, at Home uden beregning har møbleret det tomme hus med Home's møbler, så huset har fremstået attraktivt og beboet. Salgsprocessen inkl. slutafregning er foregået indenfor et halvt år."
"Kirsten Blank ",2,55,2019-06-03,"Home i Tranbjerg","Home i Tranbjerg, er dygtige til det de laver, nemlig at sælge huse, de yder en fantastisk service og er yderst hjælpsomme. Jeg giver dem min bedste anbefaling. Kirsten"
"Jørgen Bøjgaard",2,55,2019-05-30,"Home - Nibe","Home - Nibe. Fremragende før- og eftersalg: Seriøs vurdering af hus og forklaring af samme. Hurtig respons på henvendelser, såvel telefonisk som via mail. Behagelige medarbejdere, der indgår i professionel dialog."
"Preben Colstrup Knudsen",1,55,2019-05-29,"Jytte og Preben","Jytte og PrebenSuper god service altid klarmed hjælp og råd.home Hedensted kan anbefales."
"Puk",4,55,2019-05-28,"Den bedste oplevelse-Home Sorø","Home-Sorø Den bedste oplevelse. Fantastisk profesionelle ejendomsmæglere. Kan anbefales på det varmeste. Hvis man kunne give flere stjerner havde de fået dem. Stort tak til Anders og Inge"
"M C",14,25,2019-05-25,"Home Naestved,","Home Naestved,Søger information vedr. et objekt, får salgsopstillingen via mail, skriver til mægleren at jeg også ønsker tilstands- og el-rapport samt energi.Får autosvar at mægleren holder fri og det skal vedkommende selvfølgelig ha lov til... skriver derfor til home's kontor i Naestved, men trods for en hel arbejdsdag kan kontoret ikke sende de ønskede rapporter. Meget ringe service niveau, så ved man hvem man IKKE skal bruge den dag man skal sælge et objekt"
"Maj Britt Weidinger",6,55,2019-05-24,"Professionel ejendomsmægler i Asnæs","Professionel ejendomsmægler i Asnæs. Efter 6 år til salg hos anden mægler uden fremvisninger, så valgte jeg HOME. Mange fremvisninger og solgt på under 1 måned."
"Jacob Palmelund",2,55,2019-05-23,"Fantastisk oplevelse","Fantastisk oplevelse - 100% tilfreds. Enormt mange fremvisninger selv ved skuffesalg. Til trods for bud der lå meget tæt på udbudsprisen var der på intet tidspunkt pres fra mægleren om at man skulle acceptere. Jeg vil til enhver tid anbefale Home Vejle til andre."
"Sanne",10,55,2019-05-23,"Home aabenraa","Jeg vil klart anbefale Home til salg af bolig.Professionel og engageret mægler, der holder hvad han lover. Følte mig tryg fra start til slut.God markedsføring og meget synlighed på nettet og sociale medierRamte den rigtige udbudspris første gang med det resultat at huset er solgt efter blot 13 dageDe største anbefalinger fra mig"
"Lene Tragaard",2,55,2019-05-22,"God service","Vi har været godt tilfreds med det hele."
"Ruth",6,55,2019-05-22,"home Nørrebro","Vi har været glade for samarbejdet med Home Nørrebro, og har været meget tilfredse med, at alle på kontoret har været aktive omkrig fremvisninger af vores bolig. Vi kan klart anbefale Home Nørrebro <U+0001F60A>"
"Brith",47,55,2019-05-22,"Fuld tilfredshed over hele linien","Vi har haft den fineste oplevelse med Home Viby, hvor vi har fået rigtig god behandling, både i vejledning til salg, og også ift. selve salget. De er behagelige og hjælpsomme mennesker hele teamet, og vi var aldrig i tvivl om at de kæmpede sælgers sag ift. dokumenter og godkendelser på salg.Altid klar med svar, selv på mindre ting :)Vi kan kun anbefale hele teamet!"
"Per kinly ",4,55,2019-05-22,"Kort og Godt","Kort og GodtFantastisk service fra Home Åbyhøj (8230)"
"Jette",94,45,2019-05-21,"Har været godt tilfreds med Home Dalum","Har været godt tilfreds med Home DalumVil gerne anbefale dem <U+0001F60D>"
"Ellen Margrethe Hansen",1,55,2019-05-21,"Det var nemt at vælge ejendomsmægler","Det var nemt at vælge ejendomsmægler, da jeg ønskede at sælge mit hus . Havde for 5 år siden en meget positiv oplevelse med Home Hasseris , derfor faldt valget på “ Home Hasseris “ . Jeg havde en del ønsker undervejs , de var meget lydhøre , der blev planlagt stategier samt gode og givende samtaler .Det første “ åbent hus “ var mit hus solgt på 1 time .MvhFra en meget tilfreds kunde"
"Ulrik Elmkvist Eriksen/Dronninglund",27,55,2019-05-20,"Home Dronninglund","Home Dronninglund: Professionelt og dynamisk ungt team solgte min bolig på tre mdr. Mæglerne kan klart anbefales."
"ove",11,55,2019-05-03,"Home Fredericia","Home Fredericia vil jeg til enhver tid anbefale. De er topprofessionelle og flinke mennesker."
"Camilla Hornstrup",12,55,2019-05-02,"Home i Viby/Hasselager","Home i Viby/Hasselager kan klart anbefales. Vi fik seriøs og kompetent hjælp til at sælge vores hus. De var dygtige til at sætte en passende pris og vi fik hurtigt solgt!"
"Flemming Christensen",9,25,2019-05-02,"Plads til forbedring...","Informationer flød trægt.Ikke meget initiativ.Før salgsaftale var Home sikker på at der var mange potentielle købere - efter salgsaftale blev man gjort opmærksom på at målgruppen var smal."
"K B",8,45,2019-04-30,"Home Christianshavn - de er OK :-)","Efter lidt startvanskeligheder, som der blev taget hånd om, gik salgsprocessen som den skulle. Det tog sin tid at få solgt, men mægleren var i hele perioden meget aktiv og jeg følte mig godt underrettet om status for fremvisninger og åbent hus. Alt i alt følte jeg mig godt behandlet."
"Christoffer",24,55,2019-04-27,"Super effektive mæglere","Super effektive mæglere, og gode til at holde én opdateret med, hvad der sker ifbm. ens sag. Yderst professionelle i deres tilgang.Vi kan varmt anbefale Home Aarhus City."
"Tue KB Yiddo Jensen",2,55,2019-04-27,"Salg fra Holbæk havn","Vi er enormt positive over engagementet og det hurtige salg af vores lejlighed. Yderst professionelt arbejde til U.G."
"Birgitte SkakIversen",5,55,2019-04-25,"Helt i top","Jeg har oplevet en god service fra Home, Gilleleje, som har været yderst effektiv i forbindelse med salg af min bolig."
"connie",6,55,2019-04-24,"Helt og Aldeles fantastisk oplevelse…","Home Vejle.Helt og Aldeles fantastisk oplevelse med Home i Vejle. Der var fokus på vores hus lige fra starten og god feedback . Hurtig og effektiv. Skal jeres hus sælges på en god måde så vil vi helt klart anbefale Home.Et ekstra plus er at vi kan mærke et godt samarbejde mellem deres mæglere. Det smitter af på os som sælgere.Så TAKConnie og Jan AgerupVejle"
"Charlie Hartvig",6,55,2019-04-24,"Uovertruffen service","Vi oplevede en uovertruffen service hos Home Odense N.Vi fandt drømmehuset inden vores eget overhovedet var sat til salg, og mægleren fra Odense N samt mægleren fra Assens samarbejdede om at få sagen til at gå op og få solgt vores hus hurtigt, så vi kunne overtage det andet uden tab.Gennem processen oplevede vi at vi kunne deltage i præcis den mængde vi ønskede. Hvis vi aktivt ville bestemme var det en mulighed, ligesom det var en mulighed at overlade ting vi fandt tunge eller kedelige til mægleren. Vi fik desuden god respons ved fremvisninger og des lige, og mægleren var altid til at få fat i.Alt i alt har vi været enormt tilfredse med både Home Odense N og Home Assens i den her sag."
"Zeynep ",4,55,2019-04-24,"Home Taastrup","Home Taastrup Det var en super god Og forstående mægler, som har lagt meget arbejde i at tilfredsstille en frustreret køber, og det har han taklet med stor professionalitet og forståelse. Mange tak til Rasmus Holm"
"Frederikke",7,55,2019-04-25,"Home i Glostrup","Havde en super god oplevelse fra home i Glostrup, Super god service og en sød mægler (brynjar) <U+0001F60A>"
"Michael",10,55,2019-04-23,"home Slagelse - en god oplevelse!","home Slagelse er altid en tryg oplevelse såvel som køber som sælger. Byens bedste."
"Camilla Kierstein Pedersen",3,55,2019-04-22,"Har netop solgt vores lejlighed igennem Home Nordvest - Emdrup","Har netop solgt vores lejlighed igennem Home Nordvest/Emdrup - og vi var igennem hele processen tilfredse med kommunikationen og det store arbejde, som vi oplevede at hver enkelt medarbejder lavede.Vi havde haft vores lejlighed til salg hos anden mægler i 6 måneder før skiftet til Home - forløbet hos den anden mægler var knapt så positivt, hvilket betød at vores tillid til ejendomsmæglerbranchen var meget lille, da vi begyndte samarbejdet med Home.Den skeptisk vi havde til at starte med, fik personalet hos Home heldigvis inden for kort tid ændret til positive forventninger, fordi alle indgåede aftaler både mundtlige og skriftlige blev overholdt, der var en tæt og ærlig kommunikation mellem os og mægler - og der var en forståelse for den til tider pressede situation, det kan være at skulle sælge sit hjem."
"Hans Kurt Nielsen",1,55,2019-04-20,"HOME HERNING solgte vores hus i Lind","HOME HERNING solgte vores hus i Lind, Herning den 9. april, ca. 2 måneder efter den blev sat til salg. Det var den femte fremvisning. Hele vejen igennem er vi blevet hjulpet godt og meget professionelt af den ansvarlige mægler og hans team. Mange tak for hjælpen."
"Anna",2,55,2019-04-20,"home Valby","Vores samarbejde med home Valby blev kort og effektivt, da vores lejlighed blev solgt på under to måneder. Alle medarbejdere er utrolig kompetente og venlige, og vi var aldrig i tvivl om, at de gjorde deres ypperste for at få solgt vores bolig. Vores ansvarlige mægler var meget lydhør over for vores ønsker til salgsopstilling og pris, men gav også de input, der var nødvendige for, at vi endte med flere interesserede købere. Vi giver vores bedste anbefalinger til home Valby."
"Annemette Bentsen",5,55,2019-04-19,"Home Roskilde City. Ringstedgade 32. 4000 Roskilde","Huset blev solgt på godt en måned. Fantastisk god og meget kompetent behandling af Kasper Sommer og de andre ansatte. Mærkede virkelig vigtigheden i at have en mægler med stort kendskab til området og gode kontakter til kommunale og andre instanser."
"Lars Hjorth",22,45,2019-04-19,"Home i Holbæk","Det er en ganske krævende proces at sælge dit hus gennem 17 år. Der er både op- og nedture i forhold til håb og forventninger, men Home I Holbæk har bestemt gjort hvad de kunne for at give os en god oplevelse. Vær dog forberedt på at blive betjent af mange forskellige sælgere og ikke kun den man har indgået aftalen med.Vi blev desværre ikke advaret tilstrækkeligt mod at vise møbler af værdi på billederne i annoncen, hvilket resulterede i et indbrud undervejs.Vi føler dog, at det samlet set blev en god oplevelse.89 dage er lidt under gennemsnittet i Holbæk for tiden, så det er perfekt<U+0001F642>MyHome, hvor man følger med i salgsprocessen er desværre virkelig dårlig.MyHome 2.0 app'en er slet ikke kommet til at virke endnu en uge efter introduktionen. Det er ret amatøragtigt og Home burde ikke bruge en sådan leverandør."
"Peter Johansen",1,55,2019-04-19,"har benyttet Home i Asnæs !","har benyttet Home i Asnæs !! de solgte min bolig på 9 dage og var yderst kompetente og loyale !! skal jeg sælge igen vil jeg helt klart vælge dem igen !!"
"Lene",3,55,2019-04-17,"Har benyttet Home","Har benyttet Home, Skibhusvej i Odense. Fremragende service, er meget tilfreds og vil gerne anbefale Home til andre."
"John jensen",4,55,2019-04-16,"Fremragende service.salget tog kun 14…","Fremragende service.salget tog kun 14 dage.Kan varmt anbefales."
"Christina",12,55,2019-04-15,"Vi har haft fornøjelsen af Birgitte…","Vi har haft fornøjelsen af Birgitte Bøllehus og kan kun give vores varmeste anbefaling! Dygtig, skarp og hårdtarbejdende - en virkelig dygtig mægler, som har styr på tingene."
"M. Kristoffersen",1,55,2019-04-14,"Tak til Home Viby-Højbjerg","Tak til Home Viby-Højbjerg! Lytter, smiler og er lynhurtige :-)"
"Henrik Hollund",2,55,2019-04-13,"Fantastisk sommerhus salg","Fantastisk oplevelse med god service og arrangerede medarbejdere.Et hurtigt salg til prisen.God kundekontakt, hurtige og gode tilbagemeldinger efter fremvisninger.Vi kan på det varmeste anbefale Home Vig - Lyngen."
"Ann Vang Larsen",6,55,2019-04-12,"HOME VALBY","HOME VALBYVi kan varmt anbefale HOME VALBY til salg af bolig!Vi har følt os godt modtaget, inddraget og orienteret ifm. samtlige fremvisninger, og der har været afholdt møder med passende interval for status på salget.Mæglerne har været tilgængelige for os, når vi har haft brug for kontakt, og vi har oplevet HOME VALBY personalet som professionelle og personlige i kontakten med os, uanset vort ærinde!Tak for hjælpen med salget af vores bolig :-)Bedste hilsnerKurt & Ann"
"Benjamin Dahlberg",1,15,2019-04-11,"Overholder ikke deres aftaler","Overholder ikke deres aftaler. Ventede 20 minutter på at der kom en og skulle fremvise men der dukkede aldrig nogle op. Elendig service..."
"Christian Teller Kjer",30,45,2019-04-10,"Home Stenløse - God oplevelse og i trygge hænder","Home Stenløse. Vi brugte to andre mæglere før vi valgte Home og vores hus stod til salg i 14 måneder før det blev solgt. Mine oplevelser er, at Home brugte den den tid der skulle til på mulige købere. Ofte kunne en fremvisning tage 45 - 60 min, hvor på de to øvrige mæglere brugte 15-20 min. og hastede videre (Ifølge nabo).Hvorfor kun 4 stjerner. Vores første møde med Home mægleren, virkede mægleren 'lidt for smart i en fart' og det betød, at min partner og mig fravalgte Home til at starte med. Det viste sig (i anden omgang), at den 'smarte mægler' faktisk var meget pligtopfyldende, informativ og havde styr på sagerne. Ydermere har mægleren et dygtigt og kompetent team bag sig."
"Gitte Sørensen",1,45,2019-04-09,"Home Vejle","Home Vejle er positive og et ungt team.Vi havde 21 fremvisninger i 2018 og fik hver gang god feedback .De bevarede  håbet på at vores hus nok skulle blive solgt.Fra dec 2018- 15/3 2019 holdt vi en pause .Pludselig var der 2 bud på huset og det var skrevet undet sidst i marts,Home Vejle arbejdet meget professionelt og vil anbefale dem til en hvet tidVhGitte & Bjarne Sørensen"
"Kim Kryger Falden",15,55,2019-04-09,"Salg af Bolig","En god oplevelse"
"Peter Jørgensen",2,55,2019-04-09,"Super god oplevelse at handle med Home i Sønderborg","Super god oplevelse at handle med Home i Sønderborg, 2 fantastiske ejendomsmæglere som have 100% styr på det hele."
"Grethe",2,55,2019-04-08,"Salget af Svallerup Strandvej 46 har…","Salget har virkelig været en positiv oplevelse for mig som sælger. I har været rigtig gode med jeres oplysninger i salgsforløbet. Hurtig sagsbehandling."
"Helle Justesen",5,55,2019-04-08,"Dejlig positiv oplevelse mht salg af…","Dejlig positiv oplevelse mht salg af min bolig, personalet er venlig, imødekommende og meget hjælpsomme. Kan kun anbefales.Home i Næstved."
"Sonja",17,55,2019-04-05,"Dejlig oplevelse at handle med home…","Dejlig oplevelse at handle med home helt igennem en fin betjening af kompetente medarbejdere kan absolut give min bedste anbefaling"
"Finn Jensen",3,55,2019-04-05,"En god oplevelse med Home i Næsby en…","En god oplevelse med Home i Næsby en super god egendomsmæler som jeg hade en god kemi med"
"Per",3,55,2019-04-04,"Ros til home i Hvidovre","I forbindelse med salg af mit hus i Hvidovre brugte jeg Home Hvidovre som mægler. Det gik super hurtigt med at sælge huset, ca.14 dage og jeg er meget tilfreds med Mæglerne Teis, Bettina og Stine der med et smil på læben og et godt humør, ledte mig igennem salget, med indhentning af alle de nødvendige dokumenter, papirer osv.Der er en god feedback, efter hver fremvisning af huset og det er let at følge med i salget på myhome.Jeg kan varmt anbefale Home HvidovrePer E. Hansen"
"Helle Wendel Nielsen Thygesen",2,55,2019-04-03,"Home Charlottenlund/ Klampenborg får FEM stjerner","Dygtige, sympatiske og utrolig kompetente medarbejdere finder I hos Home i Charlottenlund/ Klampenborg. Tak til både Arne og Mette for det imponerende og meget professionelle arbejde både i forbindelse med køb og salg."
"Jørgen ",4,55,2019-04-02,"Home Gentofte","Anmeldelsen går på Rudolph fra Home i Gentofte. Vi kan kun give Rudolph de aller bedste anbefalinger med på vejen. Han arbejder serøst, hårdt og troværdigt. Han overholder altid sine aftaler, kommer forberedt og er altid venlig og imødekommende. Han er lige det modsatte af hvad branchen ellers er kendt for. Både for sælger og køber. MvhJørgen Ladefoged"
"jernbæk 23",1,55,2019-04-02,"Fantastisk god behandling, vil altid anbefale til andre","Fantastisk god behandling"
"Keld Nielsen",1,55,2019-04-02,"Home","Home - Esbjerg har gjort en forbilledlig indsats i forhold til salg af min bolig. De har ydet maksimalt - både hvad salg og kommunikation angår. Home - Esbjerg formåede på kort tid at gennemføre salget og gøre det, som anden ejendomsmægler ikke kunne over et halvt år. Stor tillid til Home - Esbjerg"
"Kenn Andersen",1,55,2019-04-01,"Home Helsingør har med nogle seriøse og…","Home Helsingør har med nogle seriøse og reelle medarbejdere, givet en professionelle rådgivning hvor vi har følt os rigtig godt behandlet. I en sag der blev en smule kompliceret, med bl.a. K3´ere på taget, har Home Helsingør formået at finde løsninger som ligger udover hvad man kan forvente af en ejendomsmægler, til gavn og glæde for både sælger og køber. Derfor kan vi kun give Home Helsingør vores varmeste anbefalinger."
"Boligforeningen Ringgården",4,55,2019-04-01,"Min mors hus blev solgt på kun 14 dage...","Min mors hus blev solgt på kun 14 dage, hvilket vi kan takke de topprofessionelle mæglere hos HOME Åbyhøj for.Lige fra første møde med mægleren til handlen blev lukket 14 dage efter, huset var sat til salg, blev vi vejledt og guidet gennem forløbet, så noget der på forhånd virkede ret så uoverskueligt, blev en god og tryg oplevelse.HOME Åbyhøj skal derfor have vores varmeste anbefalinger, så er du nemlig sikret en god hushandel :-)"
"Jytte Solveig Jensen",9,55,2019-03-31,"Super oplevelse","Super oplevelse. Vil altid anbefale Home i Hjørring. Ikke kun fordi huset blev solgt på 7 dage, men følelsen af at være i trygge hænder. Poul ( ved godt jeg ikke må nævne navne), fik min søster og jeg til at føle os i kompetente hænder og ikke usikre på noget."
"Søren Abbednæs",1,55,2019-03-31,"Vi er meget tilfredse med den…","Vi er meget tilfredse med den behandling vi har fået"
"Ove Holm Hansen",3,55,2019-03-30,"Rigtig god service","Rigtig god service. Home Grindsted arbejder med stor ansvarlighed for kunden. Et godt tillidsfuldt samarbejde."
"Ulrik Haenschke",4,55,2019-03-29,"Uden tvivl det bedste forløb vi kunne ønske.","Jeg kan ikke sige andet end at Home Tilst har gjort et faktastisk stykke arbejde. Vores hus blev underskrevet på blot 3 uger. Kommunikationen fra vores mægler har været fremragende, hvor han tog sig god tid til at svarer på alle vores mærkelige spørgsmål. Alt i alt en rigtigt god oplevelse."
"Bente Rengtved",15,55,2019-03-29,"Stor tilfredshed med Home, Århus Nord","Vi er virkelig godt tilfredse med hele salgsforløbet hos Home Århus Nord. Der har været god og løbende kommunikation hele tiden og vi har en god oplevelse af mæglerens fokus på vores hussalg i hele forløbet."
"Henning",1,55,2019-03-27,"Godt salgsforløb","Godt salgsforløbVi har været meget glade for Home, Vejle. Med Martin og Patrick var der flere fremvisninger, og god information bagefter. Tilmed gik det hurtigt.Også god opbakning og info fra kontor og efterfølgende sagsbehandling.Vi kan kun anbefale Home Vejle."
"Malene",18,55,2019-03-25,"Andreas Løgstrup og hans team","Andreas Løgstrup og hans team , de er for vilde!!!! Jeg kan ikke finde et eneste negativt ord at sige om Home Helsingør de har simpelthen gjort deres arbejde til UG med pil op! Kan på det varmeste anbefale dem <U+0001F44D>"
"Poul Møldrup",2,55,2019-03-25,"Home i Hedensted er oppe på dupperne.!","Home i Hedensted er oppe på dupperne.!! God strategi fra start og rigtige pris på huset. Samme dag som aftalen om at sælge blev indgået, fik vi besked om fremvisning dagen efter. Da tilstandsrapporten 3 dage senere var klar, valgte de pågældende at købe. Efter 1 fremvisning.! Sådan.!! Langt, langt over forventning...… Og i hele forløbet er vi løbende blevet briefet om alt der skete …. Så skal du handle hus i Hedensted og omegn så prøv lige Home først inden du bestemmer dig."
"Clara",8,15,2019-03-25,"Har op til flere gange følt mig dårligt…","Har op til flere gange følt mig dårligt behandlet af min ejendomsmægler fra Home. Jeg blev endda tilbudt en flaske vin for at skrive en god anmeldelse på de sociale medier. Jeg ville aldrig anbefale nogle andre at bruge Home."
"Anne-Grethe Hansen",1,45,2019-03-24,"Hussalg Home Køge","Vi har solgt vores hus og det har vi gjort igennem Home i Køge. Vi har fået fin behandling og de har været meget hjælpsomme. De personer vi har samarbejdet med, har været søde og meget professionelle. Huset blev solgt på 14 dage.Hilsen Korsnæbsvej 17 Rødvig."
"Casper",8,55,2019-03-22,"Vi er rigtig glade for at have valgt…","Vi er rigtig glade for at have valgt Home. Alt gik som aftalt, god dialog med mægler efter og i mellem fremvisningerKan kun anbefale Home Horsens"
"Jørgen Rask Thomsen",12,55,2019-03-22,"Alt fungerer upåklageligt i Home…","Alt fungerer upåklageligt i Home Kolding Åpark"
"Anja Brøgger",4,55,2019-03-22,"Vi har været tilfredse fra første dag…","Vi har været tilfredse fra første dag og til handlen var i hus.Mathias fra HOME Ringe har været en dygtig og professionel mand og har været fleksibel og kæmpet for vores sag.Vi er yders tilfredse med Thejs, Mathias og Oliver fra HOME Ringe.5 <U+2B50><U+FE0F> Fra os <U+0001F601>"
"Kaner Deveci",1,55,2019-03-21,"Solgt på 2 dage","Jeg kan roligt anbefale home i Viby J, 2 dage efter vi skrev under formidlingsaftale bliver jeg så ringet op og får vi ved at huset er solgt ved første fremvisning. Huset har engang været i markedsføring hverken på nettet eller noget som helst de kendte bare de rigtige køber så kæmpe stor ros fra mig til home i Viby J. Personale er super dejlige og snakke med og god til at forklare tingene. For iøvrigt blev huset solgt til fuld pris."
"Sven Thomasen",2,55,2019-03-21,"Home Brønshøj er super prof","Home Brønshøj er super prof. og søde . Kan kun anbefale dem til alle der skal sælge i Brønshøj og omegn . <U+0001F44D>"
"Søren Holm",1,55,2019-03-21,"Hurtig handel med den rigtige pris.","Vi havde fundet vores drømmehus i Holbæk, men blev nødt til at lave en betinget handel, da vi først skulle have solgt vores rækkehus i Vanløse.Til vores hushandel i Holbæk benyttede vi Home Stenløses køber rådgiver, der var blevet anbefalet af nogle i vores familie. Vores køber rådgiver fik Home i Vanløse til at kontakte os med henblik på salg af vores rækkehus.Home i Vanløse var meget professionelle i deres rådgivning, i forhold til vores situation med en betinget handel. Og de anbefalede den rigtige markeds pris, der højst sandsynligt vil udløse en hurtig handel.Samtidig med dette har Home nogle super online markedsførings produkter, der sørger for at vores hus blev fuldt disponeret på alle de rigtige platforme.Vores hus er blevet solgt 14 dage efter det kom på nettet.I den periode er der blevet klikket 3.632 gange på vores ""Home hus annonce"", udsendt 9 salgsopstillinger. Foretaget 5 fremvisninger og 1 åbent hus, hvor der var 8 par der dukkede op (heriblandt dem der har købt vores hus).I hele processen har Home holdt os underrettet og har klaret alt arbejde mht. indsamling af dokumenter m.m.Vi kan kun på det varmeste anbefale at benytte Home i Vanløse, hvis du har har et hus eller lejlighed du skal have solgt."
"Randi Terp",2,55,2019-03-20,"Professionel og personlig behandling","Jeg har benyttet Home Roskilde og udover et vi fik solgt vores lejlighed en uge efter den blev lagt op, så har det været en meget professionel og personlig service og jeg vil til hver en tid anbefale Home Roskilde til andre."
"Johnny Jensen",1,55,2019-03-19,"Det har været et rigtig godt forløb","Det har været et rigtig godt forløb. Camilla er super dygtig til at se på ejendommen objektivt som en køber ser den og har derfor gode råd til forbedringer som jeg ikke har set hos andre mæglere. Kan klart anbefales"
"kirsten",34,55,2019-03-17,"Super.<U+0001F64C> søde mæglere og god hjælp med…","Super.<U+0001F64C> søde mæglere og god hjælp med alt det bøvl vi har haft med salget af vores hus"
"Sam Chabok",8,55,2019-03-19,"Vi kan varmt anbefale Home Espergærde :-)","I forbindelse med salg af vores hus i Den Hvide By i Espergærde har vi oplevet rigtig god og professional sagsbehandling af Home Espergærde under hele forløbet. Vi varmt anbefaler Home til alle i området."
"Thomas",12,55,2020-02-13,"Home Tåstrup","Vi har solgt vores hus på bare 5 dage gennem Home i Tåstrup.Morten og Kristian ved bestemt hvad de laver. De har bare styr på tingene og de opdatere dig hele tiden, om forløbet. Du kan trygt overlade dem nøglen til huset. De forstår virkelig at fremvise på den rigtige måde.Deres køberrådgiver Christina er meget professionel i hendes arbejdsgang. Hun er ligesom de to andre, enormt kompetent og ved bestemt hvad hun taler om. Hun er dit skarpe øje. Kan varmt anbefale at du/i tager brug af hende hvis huset skal sælges."
"Anna Fischer-Møller",8,55,2019-02-08,"Vi har solgt vores hus i Nivå gennem…","Vi har solgt vores hus i Nivå gennem Home Kokkedal/Nivå. Meget professionel og effektiv købs-og salgsproces med god dialog undervejs. Kan varmt anbefales."
"Hafeeza",1,55,2019-02-16,"TAK TIL HOME TILST!","De har været super behjælpelige og profesionelle i salget af vores hus.Hele teamet har ydet deres aller bedste og gået den ekstra mil for at få huset solgt, det er vi yderst taknemmelige for! Kan kun anbefale home Tilst til alle i området der overvejer at sælge deres bolig. Der findes ikke bedre :-)"
"Bine",2,55,2019-02-06,"Fem stjerner til Home Hasseris :)","Vi har solgt vores bolig gennem Home hasseris og det gik over al forventning - solgt efter første fremvisning, på under 1 uge fra køberkartoteket. Vi bad om et diskret salg og fik til fulde, hvad vi havde bedt om. Super professionel service - vi kan klart anbefale andre at vælge home hasseris, hvis de ønsker et hurtigt og professionelt salg."
"Thomas",3,15,2019-02-06,"Home Slagelse er sin egen - følger ikke god mægler skik.","Ejendomsmægleren sælgers mand. Man hyre dem for at få den højeste pris for boligen der sælges. Jeg skal måske lige fortælle at jeg selv er uddannet  ejendomsmægler.Jeg ved også godt at mæglere ofte giver køber og sælger, nogle gode flasker vin, for at få den til at skrive noget positivt her. Sørgeligt men sandtDa jeg kontakter Home Slagelse vedr en bolig de har til salg, får jeg at vide at de regner med at få et bud på den lejlighed jeg forespørger på, i morgen. (Bud er under salgsprisen). Jeg fortæller at jeg gerne vil byde prisen, og får en tid til fremvisning. Sælger vil selvfølgelig gerne vente til efter at jeg har været der. Men da jeg fortæller mægler at jeg kommer med toget og gerne vil køre med, får jeg en kold skulder. Det har mægleren ikke tid til lyder svaret.. Togstationen er 500 meter fra mæglers kontor.  Ikke før nu, har jeg aldrig mødt en mægler, som ikke vil bruge et minut på at tage mig med fra kontoret/togstation til ejendommen de har til salg.  Så jeg annullerede aftalen pga det. Det regerede mægler ikke på, der kom bare et standardsvar, om at de altid var klar til at vise mig noget andet frem. Det beviser at mægler kun er interesseret i eget salær. Bekymre sig altså mindre om salgsprisen. Her vil jeg være meget skuffet hvis jeg var sælger og brugte Home. Jeg ved ikke hvad kunden taber her - kr 100.000 måske!Man betaler en Ejendomsmægler en hel del, for at hjælpe med at få den højeste pris for sin bolig. Her var der tale om et dødsbo. Køber ved at her kan man altid  handle om prisen. Jeg tilbød salgsprisen."
"Jørgen",2,55,2019-02-05,"Home Nykøbing/Rørvig","Home Nykøbing/Rørvig har været yderst professionelle og kompetente i forbindelse med salget af vores hus i Rørvig.Hanne og Jørgen Olsen."
"Helle Olesen",8,55,2019-02-04,"Stor tak til Home Skanderborg","Stor tak til Home Skanderborg speciel mægler Henrik for professionel hurtigt salg af vort hus, som er solgt efter 2 mdr her i januar 2019.En god oplevelse og proces. Mange tak for det. Vi anbefaler gerne Home.Helle og Peter O"
